us_state,county,year_end,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2.5,days_pm10
VA,Rockbridge,2019,274,263,11,0,0,0,0,71,46,38,0,0,234,0,40,0
VA,Rockingham,2019,365,349,16,0,0,0,0,65,48,36,0,94,227,0,44,0
VA,Salem City,2019,118,113,5,0,0,0,0,60,45,26,0,0,0,0,118,0
VA,Stafford,2019,260,244,16,0,0,0,0,93,49,39,0,0,240,0,0,20
VA,Suffolk City,2019,245,223,22,0,0,0,0,97,50,41,0,0,245,0,0,0
VA,Virginia Beach City,2019,115,106,9,0,0,0,0,66,48,25,0,0,0,0,115,0
VA,Winchester City,2019,57,57,0,0,0,0,0,24,14,8,0,0,0,0,0,57
VA,Wythe,2019,242,232,10,0,0,0,0,71,48,41,0,0,242,0,0,0
WA,Adams,2019,360,354,6,0,0,0,0,88,31,13,0,0,0,0,360,0
WA,Asotin,2019,357,292,64,1,0,0,0,125,60,27,0,0,0,0,357,0
WA,Benton,2019,364,303,61,0,0,0,0,80,55,37,0,0,158,0,191,15
WA,Chelan,2019,365,298,66,1,0,0,0,102,56,24,0,0,0,0,365,0
WA,Clallam,2019,365,341,24,0,0,0,0,70,49,34,0,0,238,0,127,0
WA,Clark,2019,364,305,58,1,0,0,0,128,58,31,0,0,145,0,219,0
WA,Columbia,2019,365,340,25,0,0,0,0,68,42,17,0,0,0,0,365,0
WA,Cowlitz,2019,360,338,22,0,0,0,0,76,45,18,0,0,0,0,360,0
WA,Franklin,2019,333,314,19,0,0,0,0,71,43,16,0,0,0,0,333,0
WA,Garfield,2019,358,350,8,0,0,0,0,62,36,17,0,0,0,0,358,0
WA,Grant,2019,365,339,26,0,0,0,0,67,45,18,0,0,0,0,365,0
WA,Grays Harbor,2019,352,348,4,0,0,0,0,57,35,20,0,0,0,0,352,0
WA,Jefferson,2019,365,364,1,0,0,0,0,51,32,19,0,0,0,0,365,0
WA,King,2019,365,280,85,0,0,0,0,90,60,40,0,65,110,0,190,0
WA,Kitsap,2019,340,338,2,0,0,0,0,75,35,18,0,0,0,0,340,0
WA,Kittitas,2019,365,305,60,0,0,0,0,96,56,23,0,0,0,0,365,0
WA,Klickitat,2019,365,339,26,0,0,0,0,96,45,20,0,0,0,0,365,0
WA,Lewis,2019,365,343,22,0,0,0,0,62,45,20,0,0,0,0,365,0
WA,Mason,2019,361,339,22,0,0,0,0,71,43,21,0,0,0,0,361,0
WA,Okanogan,2019,365,260,105,0,0,0,0,90,64,31,0,0,0,0,365,0
WA,Pierce,2019,365,285,78,2,0,0,0,142,63,41,0,14,205,0,146,0
WA,San Juan,2019,112,112,0,0,0,0,0,39,23,16,0,0,0,0,112,0
WA,Skagit,2019,365,361,4,0,0,0,0,54,36,24,0,0,97,0,268,0
WA,Snohomish,2019,364,272,91,1,0,0,0,114,67,30,0,0,0,0,364,0
WA,Spokane,2019,365,301,63,1,0,0,0,107,59,37,0,0,143,0,197,25
WA,Stevens,2019,365,274,90,1,0,0,0,146,63,28,0,0,0,0,284,81
WA,Thurston,2019,365,323,42,0,0,0,0,71,52,30,0,0,150,0,215,0
WA,Walla Walla,2019,365,328,37,0,0,0,0,93,51,21,0,0,0,0,182,183
WA,Whatcom,2019,365,277,78,10,0,0,0,122,70,34,0,0,55,171,139,0
WA,Whitman,2019,365,354,11,0,0,0,0,67,38,18,0,0,0,0,365,0
WA,Yakima,2019,365,227,128,10,0,0,0,127,76,38,0,0,0,0,363,2
WV,Berkeley,2019,278,252,24,2,0,0,0,127,50,40,0,0,224,0,54,0
WV,Brooke,2019,365,317,45,3,0,0,0,112,53,24,0,0,0,149,114,102
WV,Cabell,2019,275,255,20,0,0,0,0,71,49,39,0,0,216,0,59,0
WV,Gilmer,2019,336,333,3,0,0,0,0,58,44,32,0,0,336,0,0,0
WV,Greenbrier,2019,242,222,20,0,0,0,0,84,50,42,0,0,242,0,0,0
WV,Hancock,2019,365,330,35,0,0,0,0,93,50,37,0,0,228,82,33,22
WV,Harrison,2019,111,101,10,0,0,0,0,59,49,31,0,0,0,0,111,0
WV,Kanawha,2019,365,314,51,0,0,0,0,93,54,40,18,0,240,3,104,0
WV,Marion,2019,99,87,12,0,0,0,0,61,54,31,0,0,0,0,99,0
WV,Marshall,2019,354,326,28,0,0,0,0,77,45,7,0,0,0,236,118,0
WV,Mason,2019,360,352,6,2,0,0,0,105,26,3,0,0,0,360,0,0
WV,Mineral,2019,344,321,10,12,1,0,0,161,31,3,0,0,0,344,0,0
WV,Monongalia,2019,364,337,27,0,0,0,0,74,49,36,0,0,226,87,51,0
WV,Ohio,2019,283,249,34,0,0,0,0,71,52,41,0,0,230,0,53,0
WV,Tucker,2019,362,349,13,0,0,0,0,61,47,35,0,0,355,0,7,0
WV,Wood,2019,364,333,31,0,0,0,0,87,49,35,0,0,226,88,50,0
WI,Ashland,2019,364,343,21,0,0,0,0,78,47,34,0,0,313,0,51,0
WI,Brown,2019,365,314,51,0,0,0,0,97,52,35,0,0,168,4,193,0
WI,Columbia,2019,192,184,8,0,0,0,0,71,46,37,0,0,192,0,0,0
WI,Dane,2019,365,287,78,0,0,0,0,93,61,38,0,0,161,0,204,0
WI,Dodge,2019,365,297,67,1,0,0,0,122,57,40,0,0,260,0,105,0
WI,Door,2019,201,191,9,1,0,0,0,112,47,35,0,0,201,0,0,0
WI,Eau Claire,2019,363,305,58,0,0,0,0,90,55,34,0,0,167,0,196,0
WI,Fond du Lac,2019,202,195,7,0,0,0,0,100,47,36,0,0,202,0,0,0
WI,Forest,2019,363,338,25,0,0,0,0,97,48,35,0,0,296,0,67,0
WI,Grant,2019,365,304,60,1,0,0,0,104,57,29,0,0,0,0,365,0
WI,Jefferson,2019,203,191,12,0,0,0,0,100,48,37,0,0,203,0,0,0
WI,Kenosha,2019,365,289,74,2,0,0,0,119,63,40,0,0,220,0,145,0
WI,Kewaunee,2019,210,199,11,0,0,0,0,90,45,36,0,0,210,0,0,0
WI,La Crosse,2019,365,310,55,0,0,0,0,83,57,35,0,0,186,0,179,0
WI,Manitowoc,2019,202,187,15,0,0,0,0,100,48,36,0,0,202,0,0,0
WI,Marathon,2019,205,196,9,0,0,0,0,84,47,34,0,0,205,0,0,0
WI,Milwaukee,2019,365,269,93,3,0,0,0,105,64,42,0,11,193,0,154,7
WI,Oneida,2019,365,363,2,0,0,0,0,52,7,0,0,0,0,365,0,0
WI,Outagamie,2019,365,304,59,2,0,0,0,119,58,37,0,0,172,8,185,0
WI,Ozaukee,2019,363,308,52,3,0,0,0,108,58,37,0,0,201,0,162,0
WI,Racine,2019,203,174,28,1,0,0,0,115,58,39,0,0,203,0,0,0
WI,Rock,2019,203,185,18,0,0,0,0,77,50,38,0,0,203,0,0,0
WI,Sauk,2019,365,311,53,1,0,0,0,107,54,35,0,0,175,0,190,0
WI,Sheboygan,2019,206,180,24,2,0,0,0,108,61,38,0,0,206,0,0,0
WI,Taylor,2019,365,320,45,0,0,0,0,85,52,35,0,0,277,0,88,0
WI,Vilas,2019,362,345,17,0,0,0,0,90,45,29,0,0,177,0,185,0
WI,Walworth,2019,205,189,15,1,0,0,0,112,49,37,0,0,205,0,0,0
WI,Waukesha,2019,365,281,83,1,0,0,0,115,60,40,0,0,154,0,210,1
WY,Albany,2019,365,247,118,0,0,0,0,90,61,47,0,0,328,0,2,35
WY,Big Horn,2019,356,344,12,0,0,0,0,77,46,36,0,0,356,0,0,0
WY,Campbell,2019,365,309,55,1,0,0,0,111,56,40,0,1,228,0,5,131
WY,Carbon,2019,365,325,38,2,0,0,0,139,51,43,0,8,347,10,0,0
WY,Converse,2019,365,317,47,1,0,0,0,101,52,41,0,3,319,1,3,39
WY,Fremont,2019,365,294,69,2,0,0,0,148,61,45,0,0,321,22,22,0
WY,Johnson,2019,364,345,19,0,0,0,0,80,49,40,0,1,356,0,0,7
WY,Laramie,2019,365,305,60,0,0,0,0,74,58,43,0,4,334,0,11,16
WY,Lincoln,2019,365,364,1,0,0,0,0,56,27,12,0,0,0,0,0,365
WY,Natrona,2019,364,327,37,0,0,0,0,84,51,42,0,1,358,2,3,0
WY,Park,2019,307,295,12,0,0,0,0,77,47,38,0,3,268,0,30,6
WY,Platte,2019,60,56,3,1,0,0,0,108,37,14,0,0,0,0,0,60
WY,Sheridan,2019,365,325,40,0,0,0,0,90,51,39,0,0,305,0,32,28
WY,Sublette,2019,365,266,88,8,3,0,0,200,71,46,0,0,363,0,2,0
WY,Sweetwater,2019,365,262,100,3,0,0,0,133,64,46,0,4,321,0,5,35
WY,Teton,2019,365,326,39,0,0,0,0,87,51,43,0,0,359,0,4,2
WY,Uinta,2019,365,315,49,1,0,0,0,101,58,44,0,1,360,0,0,4
WY,Weston,2019,365,340,25,0,0,0,0,71,49,40,0,0,360,5,0,0
